unique_id,name,firstname,title,namesuffix,fblink1,fblink2,twlink,isListed,list_place,isDC,constituency,constituency_str,state,renewed_candidacy,party,sex,age,residence,birthplace,profession,author_id
1444,Schick,Gerhard,Dr.,NA,https://www.facebook.com/gerhardschick,NA,https://twitter.com/SchickGerhard,1,4,1,275,Mannheim,8,1,4,1,1972,Mannheim,Hechingen,MdB / Volkswirt,4110374301
1445,Brugger,Agnes,NA,NA,https://www.facebook.com/agnieszkamdb/,https://www.facebook.com/agnieszka.brugger,https://twitter.com/agnieszka_mdb,1,5,1,294,Ravensburg,8,1,4,0,1985,Ravensburg,Liegnitz,MdB,172269309
1446,Kühn,Christian,NA,NA,www.facebook.com/christian.kuehn.tuebingen,NA,https://twitter.com/ChrisKuehn_mdb,1,6,1,290,Tübingen,8,1,4,1,1979,Kusterdingen,Tübingen,MdB,1143130812
1447,Müller-Gemmeke,Beate,NA,NA,https://www.facebook.com/gruenebeate,NA,https://twitter.com/gruenebeate,1,7,1,289,Reutlingen,8,1,4,0,1960,Pliezhausen,Frankfurt am Main,MdB,53426644
1448,Ebner,Harald,NA,NA,http://www.facebook.com/harald.ebner,www.facebook.com/Harald-Ebner-95123288681,https://twitter.com/ebner_sha,1,8,1,268,Schwäbisch Hall – Hohenlohe,8,1,4,1,1964,Kirchberg an der Jagst,Göppingen,MdB / Dipl.-Agraringenieur,52431948
1449,Brantner,Franziska,Dr.,NA,https://www.facebook.com/franziska.brantner,https://www.facebook.com/fbrantner,https://twitter.com/fbrantner,1,9,1,274,Heidelberg,8,1,4,0,1979,Heidelberg,Lörrach,MdB,32323724
1450,Gastel,Matthias,NA,NA,https://www.facebook.com/matthias.gastel.1,NA,https://twitter.com/MatthiasGastel,1,10,1,262,Nürtingen,8,1,4,1,1970,Filderstadt,Stuttgart,MdB,727782559
1451,Christmann,Anna,Dr.,NA,https://www.facebook.com/profile.php?id=100013706311169,https://www.facebook.com/AnnaChristmannBT/,https://twitter.com/annachristmann,1,11,1,259,Stuttgart II,8,0,4,0,1983,Stuttgart,Hannover,wiss. Referentin,1617177360
1452,Bayaz,Danyal,Dr.,NA,https://www.facebook.com/DanyalBayaz,NA,https://twitter.com/DerDanyal,1,12,1,278,Bruchsal – Schwetzingen,8,0,4,1,1983,Heidelberg,Heidelberg,Unternehmensberater,808400627084705792
1456,Emmerich,Marcel,NA,NA,https://www.facebook.com/marcelemmerich,NA,https://twitter.com/herr_emmerich,1,16,1,291,Ulm,8,0,4,1,1991,Ulm,Reutlingen,Büroleiter,16695267
1457,Sieber,Andrea,NA,NA,https://www.facebook.com/andrea.sieber.3,NA,https://twitter.com/AndreaSieber01,1,17,1,264,Waiblingen,8,0,4,0,1977,Schorndorf,Essen,Erzieherin,422090163
1458,Bacherle,Tobias,NA,NA,https://www.facebook.com/TBBacherle,NA,https://twitter.com/TBBacherle,1,18,1,260,Böblingen,8,0,4,1,1994,Sindelfingen,Herrenberg,Student,2835233692
1462,Rasp,Markus,NA,NA,https://www.facebook.com/profile.php?id=100015352473214,NA,https://twitter.com/markus_rasp,1,22,1,283,Emmendingen – Lahr,8,0,4,1,1969,Emmendingen,Rastatt,Bankkaufmann,850695434670657536
1463,Hönlinger,Ingrid,NA,NA,https://www.facebook.com/ingrid.honlinger,NA,https://twitter.com/Hoenlinger,1,23,1,265,Ludwigsburg,8,0,4,0,1964,Ludwigsburg,Ludwigsburg,Rechtsanwältin,473894912
1465,Reinhold,Stephanie,NA,NA,https://www.facebook.com/stephanie.reinhold.31,NA,https://twitter.com/StephReinhold17,1,25,1,261,Esslingen,8,0,4,0,1975,Ostfildern,Freiburg im Breisgau,Dipl.-Verwaltungswirtin (FH),841661930645401600
1468,Drescher,Ulrich Martin,NA,NA,https://www.facebook.com/UlrichMartinDrescher,https://www.facebook.com/umd.de,https://twitter.com/umdde,1,28,1,288,Waldshut,8,0,4,1,1952,Kirchzarten,Frankfurt am Main,Dipl.-Volkswirt / Unternehmer,50768521
1481,Haggenmüller,Pascal,NA,NA,https://www.facebook.com/pascal.haggenmuller,NA,https://twitter.com/pascal_ibus,0,NA,1,272,Karlsruhe-Land,8,0,4,1,1988,Stuttgart,Bretten,Büroleiter,2296847721
1482,Kilic,Memet,NA,NA,https://www.facebook.com/memet.kilic.9,NA,https://twitter.com/memet_kilic,0,NA,1,277,Rhein-Neckar,8,0,4,1,1967,Neckargemünd,"Malatya, Türkei",Jurist,145217142
1484,Riexinger,Bernd,NA,NA,https://www.facebook.com/riexinger.bernd,NA,https://twitter.com/b_riexinger,1,1,1,259,Stuttgart II,8,0,3,1,1955,Stuttgart,Leonberg,Parteivorsitzender,849012308
1485,Hänsel,Heike,NA,NA,https://www.facebook.com/heikehaenselmdb,NA,https://twitter.com/HeikeHaensel,1,2,1,290,Tübingen,8,1,3,0,1966,Tübingen,Stuttgart,MdB,332264734
1490,Haydt,Claudia,NA,NA,www.facebook.com/HaydtClaudia,https://www.facebook.com/haydt1,https://twitter.com/chaydt,1,7,1,293,Bodensee,8,0,3,0,1966,Tübingen,Friedrichshafen,Religionswissenschaftlerin,91554166
1505,Kubach,Walter,NA,NA,https://www.facebook.com/walter.kubach,NA,https://twitter.com/walterkubach,0,NA,1,266,Neckar-Zaber,8,0,3,1,1955,Mundelsheim,Marbach am Neckar,Sachbearbeiter,1011211147
1519,Glathe-Braun,Eva-Maria,NA,NA,https://www.facebook.com/evamaria.glathe,NA,https://twitter.com/EvaMariaGlathe,0,NA,1,291,Ulm,8,0,3,0,1958,Ulm,Rostock,Souffleuse,1149224450
1523,Binder,Karin,NA,NA,https://www.facebook.com/KarinBinderMdB,https://www.facebook.com/karinbinder.buro,https://twitter.com/karinbinder,0,NA,1,284,Offenburg,8,1,3,0,1957,Karlsruhe,Bad Cannstatt,MdB / Gewerkschaftssekretärin,22142658
1524,Weidel,Alice,NA,NA,https://www.facebook.com/aliceweidel,https://www.facebook.com/profile.php?id=100009527090737,https://twitter.com/alice_weidel,1,1,1,293,Bodensee,8,0,7,0,1979,Überlingen,Gütersloh,Beraterin von Start-Up-Unternehmen,833398209053605888
1525,Maier,Lothar,Prof. Dr.,NA,https://www.facebook.com/prof.lotharmaier,NA,https://twitter.com/ProfMaier,1,2,1,259,Stuttgart II,8,0,7,1,1944,Stuttgart,Wolfach,Hochschullehrer,824210890354520064
1526,Jongen,Marc Stephan,Dr.,NA,https://www.facebook.com/Dr.MarcJongen/,NA,https://twitter.com/Marc_Jongen,1,3,1,266,Neckar-Zaber,8,0,7,1,1968,Karlsruhe,Meran,akadem. Mitarbeiter,4121053541
1527,Frohnmaier,Markus,NA,NA,https://www.facebook.com/frohnmaier,NA,https://twitter.com/Frohnmaier_AfD,1,4,1,260,Böblingen,8,0,7,1,1991,Weil der Stadt,Craiova,Pressesprecher,4130621842
1530,Hess,Martin Alexander,NA,NA,https://www.facebook.com/Martin.Hess.AfD,NA,https://twitter.com/Martin_Hess_AfD,1,7,1,265,Ludwigsburg,8,0,7,1,1971,Bietigheim-Bissingen,Hechingen,Polizeibeamter,872663038805016576
1532,Bernhard,Marc,NA,NA,www.facebook.com/MarcBernhardAfD,NA,https://twitter.com/MarcBernhardAfD,1,9,1,271,Karlsruhe-Stadt,8,0,7,1,1972,Karlsruhe,Reutlingen,Rechtsanwalt / Geschäftsführer,805823950253150208
1533,Spaniel,Dirk,Dr.,NA,www.facebook.com/spaniel.afd,NA,https://twitter.com/dirkspaniel,1,10,1,258,Stuttgart I,8,0,7,1,1971,Stuttgart,Marburg,Dipl.-Ingenieur,810537151729373184
1546,Schmidt,Paul,Dr.,NA,NA,NA,https://twitter.com/PaulSch72969276,1,23,0,NA,NA,8,0,7,1,1966,Karlsruhe,Karlsruhe,Biophysiker / Angestellter,4738947977
1560,Kaufmann,Malte,NA,NA,https://www.facebook.com/malte.kaufmann,NA,https://twitter.com/maltekaufmann,0,NA,1,274,Heidelberg,8,0,7,1,1976,Mühlhausen,Mannheim,Volkswirt,97530140
1561,Schmidt,Robert,NA,NA,https://www.facebook.com/profile.php?id=100014995590405,NA,https://twitter.com/afdschmidt,0,NA,1,275,Mannheim,8,0,7,1,1974,Mannheim,Mannheim,Sozialfachangestellter / Jurist,819637159191842816
1570,Ciresa,Eugen,NA,NA,https://www.facebook.com/e.ciresa/,NA,https://twitter.com/eugenciresa,0,NA,1,291,Ulm,8,0,7,1,1957,Allmendingen,Schelklingen,Elektroniker,1531773344
1574,Pronold,Florian,NA,NA,https://www.facebook.com/Florian.Pronold,NA,https://twitter.com/FlorianPronold,1,1,1,230,Rottal-Inn,9,1,2,1,1972,Deggendorf,Passau,MdB / parl. Staatssekretär,19257571
1576,Burkert,Martin,NA,NA,https://www.facebook.com/BurkertMartin,NA,https://twitter.com/BurkertMartin,1,3,1,245,Nürnberg-Süd,9,1,2,1,1964,Nürnberg,Würzburg,MdB / Gewerkschaftssekretär,36329898
1577,Bahr,Ulrike,NA,NA,https://www.facebook.com/mdb.ulrike.bahr,NA,https://twitter.com/MdB_Ulrike_Bahr,1,4,1,252,Augsburg-Stadt,9,1,2,0,1964,Augsburg,Nördlingen,MdB,724565991104110592
1581,Kofler,Bärbel,Dr.,NA,https://www.facebook.com/Baerbel.Kofler,NA,https://twitter.com/BaerbelKofler,1,8,1,225,Traunstein,9,1,2,0,1967,Traunstein,Freilassing,MdB,193629792
1583,Dittmar,Sabine,NA,NA,https://www.facebook.com/SabineDittmarMdB,https://www.facebook.com/Sabine.Dittmar.privat,https://twitter.com/dittmarsabine,1,10,1,248,Bad Kissingen,9,1,2,0,1964,Maßbach,Schweinfurt,MdB,1872648764
1584,Grötsch,Uli,NA,NA,https://www.facebook.com/uli.groetsch,https://www.facebook.com/uli.grot,https://twitter.com/UliGroetsch,1,11,1,235,Weiden,9,1,2,1,1975,Waidhaus,Weiden i.d.Opf.,MdB / Polizeibeamter,867351565757239296
1586,Schwarz,Andreas,NA,NA,https://www.facebook.com/andreas.schwarz.spd,NA,https://twitter.com/Schwarz_MdB,1,13,1,236,Bamberg,9,1,2,1,1965,Strullendorf,Berleburg,MdB / Dipl.-Betriebswirt (FH),2226815116
1587,Stamm-Fibich,Martina,NA,NA,https://www.facebook.com/martina.stammfibich,NA,https://twitter.com/stamm_fibich,1,14,1,242,Erlangen,9,1,2,0,1965,Möhrendorf,Erlangen,MdB / Marketing- und Kommunikationsmanagerin,4017796049
1589,Hagl-Kehl,Rita,NA,NA,https://www.facebook.com/Rita.Hagl.Kehl,https://www.facebook.com/rita.hagl,https://twitter.com/RitaHaglKehl,1,16,1,227,Deggendorf,9,1,2,0,1970,Grafenau,Porz am Rhein,MdB / Studienrätin,836553428042141697
1590,Schrodi,Michael,NA,NA,https://www.facebook.com/m.schrodi,https://www.facebook.com/michael.schrodi.90,https://twitter.com/mischrodi,1,17,1,215,Fürstenfeldbruck,9,0,2,1,1977,Olching,München,Studienrat,806975237766135813
1591,Heinrich,Gabriela,NA,NA,https://www.facebook.com/heinrichgabriela,NA,https://twitter.com/GaHeinrich,1,18,1,244,Nürnberg-Nord,9,1,2,0,1963,Nürnberg,Berlin,MdB / Redakteurin,296121556
1592,Träger,Carsten Dietmar,NA,NA,https://www.facebook.com/carstentraegermdb,https://www.facebook.com/carsten.trager,https://twitter.com/CarstenTraeger,1,19,1,243,Fürth,9,1,2,1,1973,Fürth,Fürth,MdB,3577737256
1593,Bach,Bela,NA,NA,https://www.facebook.com/BelaBachSPD,https://www.facebook.com/bela.bach,https://twitter.com/bela_bach,1,20,1,221,München-Land,9,0,2,0,1990,Planegg,Magdeburg,Studentin,1150879754
1594,Flisek,Christian,NA,NA,https://www.facebook.com/christian.flisek,NA,https://twitter.com/ChristianFlisek,1,21,1,229,Passau,9,1,2,1,1974,Passau,Bochum,MdB / Rechtsanwalt,2469449068
1597,Linsenbreder,Eva Maria,NA,NA,https://www.facebook.com/evamaria.linsenbreder,https://www.facebook.com/linsenbreder/,https://twitter.com/linsenbreder,1,24,1,251,Würzburg,9,0,2,0,1956,Kleinrinderfeld,Würzburg,Erste Bürgermeisterin,4691115181
1598,Egerer,Lutz,NA,NA,https://www.facebook.com/lutz.egerer,NA,https://twitter.com/mayor91580,1,25,1,241,Ansbach,9,0,2,1,1964,Petersaurach,Nürnberg,Erster Bürgermeister,405862745
1599,Uekermann,Johanna,NA,NA,https://www.facebook.com/juekermann,https://www.facebook.com/johanna.uekermann,https://twitter.com/j_uekermann,1,26,1,231,Straubing,9,0,2,0,1987,Mitterfels,Straubing,Politikwissenschaftlerin,1116530071
1601,Aschenbrenner,Doris,Dr.,NA,https://www.facebook.com/doriswaehlen,https://www.facebook.com/aschenbrennerin,https://twitter.com/Aschenbrennerin,1,28,1,238,Coburg,9,0,2,0,1985,Gerbrunn,Coburg,Dipl.-Informatikerin Robotik,403513748
1603,Heidrich,Annette Mathilde,NA,NA,https://www.facebook.com/Annette-Heidrich-503773786324296,https://www.facebook.com/annette.heidrich,https://twitter.com/Annette0912,1,30,1,212,Altötting,9,0,2,0,1967,Burgkirchen a.d.Alz,Dinslaken,Sachbearbeiterin,998949637
1605,König,Anja,NA,NA,https://www.facebook.com/anjakoenigbundestagskandidatin,https://www.facebook.com/anja.konig.96,https://twitter.com/KoenigAnja,1,32,1,228,Landshut,9,0,2,0,1970,Landshut,Vacha,Leiterin eines Servicecenters,1962058106
1606,Hammerl,Tobias,Dr.,NA,https://www.facebook.com/derhammerl,https://www.facebook.com/tobiashammerl,https://twitter.com/TobiasHammerl,1,33,1,233,Regensburg,9,0,2,1,1977,Regensburg,Regensburg,Angestellter im ö. D.,561088969
1607,Schmid,Christoph Florian,NA,NA,https://www.facebook.com/christophalerheim,https://www.facebook.com/christoph.schmid.547,https://twitter.com/kratermensch,1,34,1,254,Donau-Ries,9,0,2,1,1976,Alerheim,München,Erster Bürgermeister,2615401245
1608,Roloff,Sebastian,NA,NA,https://www.facebook.com/Roloff.Direkt,https://www.facebook.com/sebastian.roloff,https://twitter.com/SebRoloff,1,35,1,219,München-Süd,9,0,2,1,1983,München,Berlin,Rechtsanwalt,482763399
1612,Corongiu,Enrico,NA,NA,https://www.facebook.com/Corongiu.EnricoSPD,https://www.facebook.com/profile.php?id=100000039936374,https://twitter.com/EnricoCorongiu,1,39,1,226,Weilheim,9,0,2,1,1978,Mittenwald,Garmisch-Partenkirchen,Rettungsassistent,805785753011752960
1613,Mehltretter,Andreas,NA,NA,https://www.facebook.com/andreasmehltretterSPD,https://www.facebook.com/andreasmehltretter,https://twitter.com/Mehli,1,40,1,214,Freising,9,0,2,1,1991,Freising,Moosburg a.d.Isar,Student,15820788
1614,Woerlein,Herbert,NA,NA,https://www.facebook.com/herbertwoerleinmdl,https://www.facebook.com/herbert.woerlein,https://twitter.com/HerbertWoerlein,1,41,1,253,Augsburg-Land,9,0,2,1,1958,Stadtbergen,Augsburg,MdL,824343172125954049
1616,Goodwin,Bernhard,Dr.,NA,https://www.facebook.com/bernhardgoodwin,https://www.facebook.com/begood,https://twitter.com/BeGoodDe,1,43,1,220,München-West/Mitte,9,0,2,1,1979,München,Stuttgart,Geschäftsführer,475910101
1619,Winklmeier,Christian,NA,NA,https://www.facebook.com/winklmeier.christian,https://www.facebook.com/christian.winklmeier.7,https://twitter.com/DerWinklmeier,1,46,1,224,Starnberg – Landsberg am Lech,9,0,2,1,1991,Gilching,München,Volkswirt,1967488760
1620,Cetin,Filiz,NA,NA,https://www.facebook.com/filiz.cetin76,NA,https://twitter.com/FilizCetin1976,1,47,0,NA,NA,9,0,2,0,1976,Essenbach,Göppingen,Fachwirtin im Sozial- und Gesundheitswesen,1423030765
1622,Nerb,Sarah,NA,NA,https://www.facebook.com/sarah.nerb,NA,https://twitter.com/sarahnerb,1,49,0,NA,NA,9,0,2,0,1982,Regensburg,Roth,Pressesprecherin,1430406656
1626,Föst,Daniel,NA,NA,https://www.facebook.com/daniel.foest.Bundestag,https://www.facebook.com/dfoest,https://twitter.com/DFoest,1,1,1,217,München-Nord,9,0,6,1,1976,München,Schweinfurt,selbständig,422569574
1628,Hessel,Katja,NA,NA,https://www.facebook.com/HesselKatja,https://www.facebook.com/katja.hessel.5,https://twitter.com/fdp_hessel,1,3,1,244,Nürnberg-Nord,9,0,6,0,1972,Nürnberg,Nürnberg,Rechtsanwältin,107806591
1629,Schulz,Ralph Jimmy,NA,NA,https://www.facebook.com/teamjimmyschulz,https://www.facebook.com/jimmyschulz,https://twitter.com/jimmyschulz,1,4,1,221,München-Land,9,0,6,1,1968,Hohenbrunn,Freiburg im Breisgau,Unternehmer,18000943
1630,Sattelberger,Thomas,NA,NA,https://www.facebook.com/thsattelberger,https://www.facebook.com/thomas.sattelberger.1,https://twitter.com/th_sattelberger,1,5,1,219,München-Süd,9,0,6,1,1949,München,Munderkingen,Vorstand i. R.,1296544153
1632,Thomae,Stephan,NA,NA,https://www.facebook.com/stephanthomaefdp,https://www.facebook.com/stephan.thomae,https://twitter.com/StephanThomae,1,7,1,256,Oberallgäu,9,0,6,1,1968,Sulzberg,Kempten (Allgäu),Rechtsanwalt,75005687
1635,Hacker,Thomas,NA,NA,https://www.facebook.com/thomas.hacker.FDP,https://www.facebook.com/Thomas-Hacker-135179350225,https://twitter.com/hacker_fdp,1,10,1,237,Bayreuth,9,0,6,1,1967,Bayreuth,Bayreuth,Dipl.-Kaufmann,89209507
1641,Funke genannt Kaiser,Maximilian Ludwig,NA,NA,https://www.facebook.com/funkekaiser,NA,https://twitter.com/max_fksr,1,16,1,252,Augsburg-Stadt,9,0,6,1,1993,Augsburg,Augsburg,Immobilienverwalter,2237664229
1642,Hundesrügge,Britta,NA,NA,https://www.facebook.com/hundesruegge,https://www.facebook.com/britta.hundesrugge,https://twitter.com/BHundesruegge,1,17,1,224,Starnberg – Landsberg am Lech,9,0,6,0,1967,Gauting,Göttingen,Journalistin,620131394
1643,Haugg,Friedrich Maximilian Franz,NA,NA,https://www.facebook.com/fritz.haugg,NA,https://twitter.com/fdp_planegg,1,18,1,223,Bad Tölz-Wolfratshausen – Miesbach,9,0,6,1,1969,Planegg,München,Dipl.-Volkswirt,40119023
1645,Dallheimer,Johannes Albert,NA,NA,https://www.facebook.com/Dallheimer17,https://www.facebook.com/johannes.dallheimer,https://twitter.com/johannesdal,1,20,1,241,Ansbach,9,0,6,1,1994,Nürnberg,"Veracruz, Mexiko",Student,1046064457
1647,Pöllath,Moritz Johann Martin,Dr.,NA,https://www.facebook.com/moritz.pl.5,NA,https://twitter.com/MoritzPllath,1,22,1,232,Amberg,9,0,6,1,1982,Sulzbach-Rosenberg,Neustadt a.d.Waldnaab,Gymnasiallehrer,734734950
1650,Weinzierl,Florian Roland Gerolf Erich,NA,NA,https://www.facebook.com/florian.weinzierl,NA,https://twitter.com/weinzierl_,1,25,0,NA,NA,9,0,6,1,1985,München,Straubing,Berater,580837310
1651,Linnerer,Michael Franz,NA,NA,https://www.facebook.com/Linnerer2017,https://www.facebook.com/michael.linnerer,https://twitter.com/Linnerer,1,26,1,222,Rosenheim,9,0,6,1,1980,Raubling,Rosenheim,Dipl.-Informatiker / Projekt-Manager,175507169
1653,Baur,Mathias Eduard Josef,NA,NA,https://www.facebook.com/mathiasbaur.fdp,NA,https://twitter.com/mathiasbaur,1,28,1,231,Straubing,9,0,6,1,1990,Viechtach,Viechtach,selbst. Versicherungskaufmann,131951266
1656,Drexler,Gerhard Johann,NA,NA,https://www.facebook.com/gerhard.drexler,NA,https://twitter.com/Gerhard_Drexler,1,31,0,NA,NA,9,0,6,1,1964,Freyung,Freyung,Geschäftsführer,1461718748
1657,Horn,Klaus Werner,NA,NA,https://www.facebook.com/KlausWHorn,https://www.facebook.com/rindviech,https://twitter.com/Zaphod__B,1,32,1,239,Hof,9,0,6,1,1970,Konradsreuth,Geroldsgrün,selbst. Unternehmer,45749334
1658,Ziegler,Helge Norbert,NA,NA,https://www.facebook.com/HelgeZieglerFDP,https://www.facebook.com/helge.ziegler,https://twitter.com/HelgeZiegler,1,33,1,249,Main-Spessart,9,0,6,1,1953,Esselbach,Stuttgart,Präsident Bundesverband,17752536
1659,Thoma,Nicolas,NA,NA,https://www.facebook.com/Thoma2017,NA,https://twitter.com/ente82,1,34,1,248,Bad Kissingen,9,0,6,1,1982,Bad Kissingen,Bad Nauheim,Politologe / freier Journalist,40468174
1663,Pernsteiner,Peter Alexander,NA,NA,https://www.facebook.com/peter.pernsteiner.94,NA,https://twitter.com/PPernsteiner,1,38,1,213,Erding – Ebersberg,9,0,6,1,1959,Zorneding,München,freier Journalist / Dipl.-Ing. (Univ.),829602573833351168
1667,Corticelli,Peter Anton,NA,NA,https://www.facebook.com/peter.corticelli,https://www.facebook.com/peter.corticelli.fdp,https://twitter.com/corticelli,1,42,0,NA,NA,9,0,6,1,1970,Buchbach,Mainburg,Produktmanager,15253578
1672,Schäuble,Jakob,NA,NA,https://www.facebook.com/Bundestagskandidat.Jakob.Schaeuble,https://www.facebook.com/jakob.schauble,https://twitter.com/jakobschaeuble,1,47,1,216,Ingolstadt,9,0,6,1,1983,Ingolstadt,Tübingen,wiss. Mitarbeiter,14831436
1674,Heimbeck,Jörg,NA,NA,https://www.facebook.com/jorg.heimbeck,NA,https://twitter.com/j_heimbeck,1,49,0,NA,NA,9,0,6,1,1969,Langquaid,Heessen (jetzt Hamm),Angestellter,362011129
1676,Böhringer,Richard,NA,NA,https://www.facebook.com/RBoehringer,https://www.facebook.com/richard.bohringer.9,https://twitter.com/rboehringer_de,1,51,1,255,Neu-Ulm,9,0,6,1,1944,Neu-Ulm,Untersulmetingen,Dipl.-Kaufmann / Unternehmensberater,818132426249617408
1680,Schwarzer,Andreas,NA,NA,https://www.facebook.com/Andreas-Schwarzer-1326806774127444,NA,https://twitter.com/Schwarzer_A,1,55,1,215,Fürstenfeldbruck,9,0,6,1,1961,München,München,Rechtsanwalt,891261861894787073
1682,Schröter,Karl-Martin,NA,NA,https://www.facebook.com/karl.m.schroter,NA,https://twitter.com/schroetermartin,0,NA,1,226,Weilheim,9,0,6,1,1961,Garmisch-Partenkirchen,Münster (Westf.),Diplomat,2351358552
1686,Deligöz,Ekin,NA,NA,https://www.facebook.com/fanprofil.ekin.deligoez,https://www.facebook.com/ekin.deligoez,https://twitter.com/ekindeligoez,1,3,1,255,Neu-Ulm,9,1,4,0,1971,Senden,"Tokat, Türkei",MdB / Dipl.-Verwaltungswissenschaftlerin,22125770
1687,Kekeritz,Uwe,NA,NA,https://www.facebook.com/uwe.kekeritz.3,https://www.facebook.com/Uwe-Kekeritz-1569424040015304,https://twitter.com/UweKekeritz,1,4,1,243,Fürth,9,1,4,1,1953,Uffenheim,Oy-Mittelberg,MdB / Dipl.-Volkswirt,46480553
1688,Walter-Rosenheimer,Beate,NA,NA,https://www.facebook.com/beate.walterrosenheimer,NA,https://twitter.com/beatewaro,1,5,1,215,Fürstenfeldbruck,9,1,4,0,1964,Dachau,Weißenburg i.Bay.,MdB / Dipl.-Psychologin,47049428
1689,Janecek,Dieter,NA,NA,https://www.facebook.com/dieter.janecek,https://www.facebook.com/DieterJanecekBundestag,https://twitter.com/djanecek,1,6,1,220,München-West/Mitte,9,1,4,1,1976,Wolnzach,Pirmasens,MdB / Dipl.-Politologe,52024480
1692,Bause,Margarete,NA,NA,https://www.facebook.com/margarete.bause,NA,https://twitter.com/MargareteBause,1,9,1,218,München-Ost,9,0,4,0,1959,München,Wertheim,MdL,480623844
1695,Bär,Karl,NA,NA,https://www.facebook.com/karl.bar.3,https://www.facebook.com/KarlBaerBundestag,https://twitter.com/karlbaer,1,12,1,223,Bad Tölz-Wolfratshausen – Miesbach,9,0,4,1,1985,Holzkirchen,Tegernsee,Agrarökonom,33172351
1697,Gall,Korbinian Simon,NA,NA,https://www.facebook.com/korbinian.gall,NA,https://twitter.com/nachti_gall,1,14,1,222,Rosenheim,9,0,4,1,1992,Neubeuern,Bad Aibling,Student,899604794
1699,Müller,Sascha,NA,NA,https://www.facebook.com/sascha.mueller,NA,https://twitter.com/SaschaMuller,1,16,1,245,Nürnberg-Süd,9,0,4,1,1970,Nürnberg,Essen,Landesschatzmeister,52793798
1704,Heilrath,Peter,NA,NA,https://www.facebook.com/peter.heilrath,https://www.facebook.com/heilrath,https://twitter.com/heilrath,1,21,1,219,München-Süd,9,0,4,1,1969,München,München,Rechtsanwalt,18592212
1705,Walthelm,Britta,NA,NA,https://www.facebook.com/britta.walthelm,NA,https://twitter.com/britterlwalt,1,22,1,244,Nürnberg-Nord,9,0,4,0,1980,Nürnberg,Nürnberg,Politikwissenschaftlerin,2168684730
1708,Wening,Helmut,NA,NA,https://www.facebook.com/helmut.wening.3,NA,https://twitter.com/weningsagt,1,25,1,242,Erlangen,9,0,4,1,1958,Erlangen,Erlangen,Polizeibeamter,750613540352978944
1711,Terpoorten,Adelheid Maria Irmgard,NA,NA,https://www.facebook.com/heidi.ho.902,https://www.facebook.com/HeidifuerSchwaben/,https://twitter.com/HeidiTerpoorten,1,28,0,NA,NA,9,0,4,0,1966,Binswangen,Oettingen i.Bay.,Dipl.-Sozialpädagogin (FH),539011997
1713,Täubner-Benicke,Kerstin,NA,NA,https://www.facebook.com/Kerstin-T%C3%A4ubner-Benicke-130440647427295,https://www.facebook.com/kerstin.taubnerbenicke,https://twitter.com/taeubnerkerstin,1,30,1,224,Starnberg – Landsberg am Lech,9,0,4,0,1967,Starnberg,Rheydt (jetzt Mönchengladbach),Angestellte,592074413
1719,Seitz-Hoffmann,Gabriela,Dr.,NA,https://www.facebook.com/gabriela.seitzhoffmann,NA,https://twitter.com/GSeitzHoffmann,1,36,1,226,Weilheim,9,0,4,0,1952,Hohenpeißenberg,Nürnberg,Politikwissenschaftlerin,93606101
1727,Rashid,Vaniessa,NA,NA,https://www.facebook.com/vaniessa.rashid,https://www.facebook.com/vana.rashid.7,https://twitter.com/vaniessa_rashid,1,44,0,NA,NA,9,0,4,0,1991,München,"Suleymania, Irak",Studentin,3995523039
1728,Philipp,Udo Jürgen,NA,NA,https://www.facebook.com/udo.philipp.14,NA,https://twitter.com/UdoPhilipp,1,45,0,NA,NA,9,0,4,1,1964,Hamburg,Leipheim,selbständig,725634383365939200
1729,Groll,Erna-Kathrein,NA,NA,https://www.facebook.com/Erna-Kathrein-Groll-592231964191331,NA,https://twitter.com/ErnaGroll,1,46,1,256,Oberallgäu,9,0,4,0,1959,Kempten (Allgäu),Kempten (Allgäu),Abgeordnetenassistentin,413970736
1733,Krumwiede,Agnes,NA,NA,https://www.facebook.com/AgnesKrumwiedeMdB,https://www.facebook.com/agnes.krumwiede,https://twitter.com/AgnesKrumwiede,1,50,1,216,Ingolstadt,9,0,4,0,1977,Ingolstadt,Neuburg a.d.Donau,Dipl.-Musikerin,42948881
1737,Ernst,Klaus Friedrich,NA,NA,https://www.facebook.com/mdb.klaus.ernst,NA,https://twitter.com/ernst_klaus,1,1,1,250,Schweinfurt,9,1,3,1,1954,Arnstein,München,MdB / Gewerkschaftssekretär,64994645
1738,Gohlke,Nicole Stephanie,NA,NA,https://www.facebook.com/NicoleGohlkeMdB,https://www.facebook.com/profile.php?id=100008952311553,https://twitter.com/NicoleGohlke,1,2,1,219,München-Süd,9,1,3,0,1975,München,München,MdB / Kommunikationswissenschaftlerin,866425075
1741,Barrientos Krauss,Simone,NA,NA,https://www.facebook.com/SimoneBarrientos,https://www.facebook.com/simonebarrientosseite,https://twitter.com/SBarrientosK,1,5,1,251,Würzburg,9,0,3,0,1963,Ochsenfurt,Lutherstadt Eisleben,Verlegerin,176104376
